study_hours,attendance,sleep_hours,internet_usage,number_of_subjects,average_subject_score,highest_subject_score,lowest_subject_score,score_consistency,previous_overall_score,exam_score,performance_level,attendance_status
9.3,96,8.3,2.3,3,88.67,92.0,86.0,2.49,98.65,100.0,Excellent,Eligible
3.8,78,6.0,5.0,3,62.33,72.0,50.0,9.18,71.31,60.56,Average,Eligible
9.6,95,7.1,2.1,8,93.0,98.0,85.0,4.24,83.58,100.0,Excellent,Eligible
4.9,75,7.0,5.1,3,63.67,77.0,54.0,9.74,53.86,65.98,Average,Eligible
4.9,76,6.5,3.9,3,69.67,75.0,60.0,6.85,68.8,68.83,Average,Eligible
6.2,83,7.1,2.6,8,82.88,90.0,74.0,5.16,82.93,91.13,Excellent,Eligible
5.7,81,6.8,3.7,6,77.0,86.0,70.0,6.22,86.59,84.08,Good,Eligible
1.6,44,5.4,5.6,4,45.0,57.0,34.0,9.35,46.37,30.42,Needs Improvement,Shortage
3.9,74,6.0,3.2,3,56.67,63.0,53.0,4.5,62.84,52.17,Average,Shortage
1.7,39,5.4,7.2,5,25.6,41.0,17.0,8.11,16.18,10.84,Needs Improvement,Shortage
0.8,43,4.0,7.2,8,33.88,43.0,20.0,9.39,28.23,13.6,Needs Improvement,Shortage
9.6,94,7.7,1.2,7,92.57,98.0,88.0,3.7,100.0,100.0,Excellent,Eligible
8.3,88,7.3,1.1,8,91.62,100.0,85.0,5.17,97.04,100.0,Excellent,Eligible
3.2,64,5.6,3.5,4,66.5,70.0,61.0,3.5,68.61,62.66,Average,Shortage
5.9,77,7.3,3.1,5,83.6,92.0,76.0,5.24,78.92,87.4,Excellent,Eligible
3.3,82,6.1,3.5,4,66.5,72.0,56.0,6.34,60.81,64.68,Average,Eligible
4.8,61,7.2,5.9,6,66.0,78.0,58.0,7.05,61.77,62.96,Average,Shortage
8.1,94,8.2,1.8,4,94.0,98.0,90.0,3.54,84.75,100.0,Excellent,Eligible
6.2,90,7.2,3.3,4,83.75,89.0,77.0,4.66,76.63,90.13,Excellent,Eligible
4.2,82,6.3,5.6,5,66.0,74.0,57.0,6.1,71.33,70.98,Good,Eligible
10.0,92,7.0,2.5,4,91.0,95.0,85.0,3.74,99.38,100.0,Excellent,Eligible
4.4,60,5.5,3.9,4,64.5,70.0,55.0,5.77,65.24,62.65,Average,Shortage
8.6,99,7.5,0.7,5,91.4,96.0,85.0,3.77,82.6,100.0,Excellent,Eligible
6.7,86,7.2,2.7,7,79.57,92.0,71.0,7.46,74.0,84.86,Good,Eligible
3.5,61,6.2,5.5,3,46.33,57.0,30.0,11.73,43.51,38.91,Needs Improvement,Shortage
5.6,86,7.1,2.6,3,86.0,90.0,83.0,2.94,94.1,91.82,Excellent,Eligible
4.1,69,6.6,5.6,7,65.71,73.0,50.0,7.24,64.13,62.31,Average,Shortage
3.7,78,6.9,5.3,6,60.17,70.0,51.0,5.87,51.75,56.08,Average,Eligible
5.8,87,7.2,3.6,3,81.67,90.0,76.0,6.02,78.15,85.16,Excellent,Eligible
8.0,98,7.0,1.1,6,91.17,97.0,85.0,4.49,93.75,100.0,Excellent,Eligible
5.2,81,7.4,2.0,7,82.29,90.0,71.0,6.09,89.2,88.77,Excellent,Eligible
3.2,62,6.9,3.6,8,67.88,78.0,50.0,9.2,63.37,60.34,Average,Shortage
6.8,77,7.0,2.9,4,82.25,90.0,71.0,6.94,86.56,89.91,Excellent,Eligible
4.3,81,6.9,4.9,4,56.25,63.0,50.0,4.82,65.28,60.64,Average,Eligible
5.6,80,7.8,3.7,6,81.17,91.0,70.0,6.36,75.2,82.0,Good,Eligible
2.0,68,5.9,7.0,5,49.4,63.0,33.0,9.97,53.89,46.18,Needs Improvement,Shortage
5.1,86,7.2,3.1,5,79.4,89.0,70.0,7.23,73.12,84.46,Good,Eligible
5.3,89,6.8,2.3,6,77.67,92.0,70.0,7.7,77.0,81.35,Good,Eligible
4.0,60,7.3,4.6,4,66.0,76.0,52.0,8.72,61.2,63.32,Average,Shortage
5.5,75,7.1,2.0,3,82.0,92.0,73.0,7.79,85.48,87.46,Excellent,Eligible
5.0,78,7.0,2.4,3,76.67,90.0,70.0,9.43,81.64,81.01,Good,Eligible
8.4,90,8.2,1.3,3,93.33,97.0,91.0,2.62,97.49,100.0,Excellent,Eligible
1.9,52,4.7,6.9,3,42.67,52.0,35.0,7.04,51.53,32.67,Needs Improvement,Shortage
8.2,100,7.0,1.9,6,89.5,94.0,86.0,2.36,92.51,100.0,Excellent,Eligible
6.2,89,7.2,2.2,6,85.17,90.0,74.0,5.84,89.09,93.49,Excellent,Eligible
6.5,83,7.9,3.4,8,81.88,91.0,75.0,4.94,74.97,84.69,Good,Eligible
6.5,81,6.9,3.9,6,81.17,90.0,70.0,6.41,75.21,83.39,Good,Eligible
5.0,84,7.5,3.1,8,76.5,89.0,71.0,6.75,71.96,78.48,Good,Eligible
3.9,72,6.3,3.3,5,68.2,78.0,56.0,9.0,71.75,63.82,Average,Shortage
4.8,78,5.7,3.7,5,62.2,70.0,51.0,6.94,70.71,66.97,Average,Eligible
6.8,76,6.8,2.5,7,84.29,91.0,75.0,5.8,79.23,86.4,Excellent,Eligible
7.9,92,7.8,0.8,6,94.33,98.0,91.0,2.21,100.0,100.0,Excellent,Eligible
6.0,90,7.0,2.6,5,80.0,88.0,71.0,7.07,80.54,88.41,Excellent,Eligible
8.4,100,7.7,0.6,3,96.0,100.0,94.0,2.83,88.61,100.0,Excellent,Eligible
4.6,68,5.9,3.1,6,65.17,75.0,50.0,8.25,64.41,60.48,Average,Shortage
9.9,97,7.9,0.5,4,92.25,100.0,86.0,5.12,92.63,100.0,Excellent,Eligible
4.9,80,6.0,4.7,4,65.0,74.0,53.0,7.58,61.13,64.21,Average,Eligible
4.6,64,6.8,5.5,8,66.5,73.0,52.0,6.3,63.74,62.71,Average,Shortage
5.8,88,6.6,2.0,8,82.62,90.0,71.0,5.89,77.68,85.58,Excellent,Eligible
5.2,87,7.9,3.6,4,80.5,88.0,74.0,6.54,85.69,88.33,Excellent,Eligible
4.5,64,5.5,3.9,3,65.33,75.0,57.0,7.41,62.46,60.43,Average,Shortage
0.6,47,4.7,7.8,4,30.75,35.0,23.0,4.6,30.01,15.03,Needs Improvement,Shortage
4.6,77,6.7,3.0,5,64.0,72.0,50.0,8.1,72.25,69.37,Average,Eligible
4.0,65,6.5,3.1,7,65.71,75.0,55.0,6.32,75.24,68.93,Average,Shortage
3.6,71,6.1,4.2,6,65.17,75.0,52.0,8.51,74.89,63.03,Average,Shortage
8.9,89,7.3,1.0,8,94.25,100.0,88.0,3.6,94.45,100.0,Excellent,Eligible
7.0,80,6.8,2.9,4,78.25,88.0,73.0,5.93,68.7,79.6,Good,Eligible
6.0,85,7.6,2.2,6,81.33,89.0,71.0,6.47,71.92,86.33,Excellent,Eligible
1.8,53,4.8,6.1,7,47.14,62.0,32.0,10.82,45.89,34.18,Needs Improvement,Shortage
1.5,61,5.9,6.4,6,43.5,51.0,31.0,6.85,52.38,38.18,Needs Improvement,Shortage
4.5,80,5.7,4.2,6,59.17,74.0,50.0,10.27,61.14,60.46,Average,Eligible
9.7,100,8.1,1.0,6,91.83,98.0,86.0,4.3,100.0,100.0,Excellent,Eligible
5.7,75,6.9,3.6,5,78.2,90.0,71.0,6.82,71.68,78.62,Good,Eligible
3.9,72,7.0,3.3,3,67.33,74.0,57.0,7.41,59.32,60.04,Average,Shortage
7.9,96,7.7,2.4,3,92.33,100.0,86.0,5.79,100.0,100.0,Excellent,Eligible
9.9,91,7.4,2.5,3,90.0,96.0,85.0,4.55,85.89,100.0,Excellent,Eligible
9.6,93,8.1,2.3,4,94.0,97.0,90.0,2.74,98.81,100.0,Excellent,Eligible
5.7,76,6.6,2.6,8,83.0,91.0,74.0,5.34,76.93,85.71,Excellent,Eligible
5.8,75,7.6,3.8,7,81.71,88.0,72.0,5.57,83.68,85.0,Excellent,Eligible
9.2,92,7.6,1.6,5,91.8,99.0,86.0,4.26,90.38,100.0,Excellent,Eligible
8.6,100,8.1,1.1,8,92.88,100.0,86.0,4.7,100.0,100.0,Excellent,Eligible
3.9,60,6.4,3.6,4,66.0,74.0,55.0,6.96,65.69,60.4,Average,Shortage
7.5,96,8.2,0.5,7,93.71,99.0,88.0,4.16,98.63,100.0,Excellent,Eligible
2.5,68,4.7,6.2,5,48.8,63.0,37.0,8.73,52.25,42.15,Needs Improvement,Shortage
5.3,84,7.0,4.0,8,82.38,91.0,73.0,6.22,87.13,88.51,Excellent,Eligible
8.8,88,7.1,2.0,5,96.6,99.0,89.0,3.83,100.0,100.0,Excellent,Eligible
1.7,68,5.1,5.9,4,40.5,52.0,33.0,7.09,45.29,32.18,Needs Improvement,Shortage
3.2,67,7.2,3.4,7,65.86,72.0,53.0,6.24,58.31,62.34,Average,Shortage
4.4,71,7.0,4.1,6,60.17,75.0,50.0,7.9,69.01,61.72,Average,Shortage
7.4,89,8.1,1.3,7,92.43,97.0,85.0,4.24,87.7,99.26,Excellent,Eligible
3.6,70,6.1,5.0,3,68.0,76.0,55.0,9.27,58.13,58.32,Average,Shortage
1.8,38,4.1,8.2,8,33.75,44.0,17.0,10.05,39.28,17.04,Needs Improvement,Shortage
7.5,90,8.2,0.6,8,92.88,98.0,85.0,4.17,86.33,99.13,Excellent,Eligible
9.3,97,7.5,1.2,6,91.83,97.0,85.0,3.62,92.06,100.0,Excellent,Eligible
5.5,84,6.6,2.4,8,80.88,89.0,70.0,6.11,90.86,86.53,Excellent,Eligible
8.6,91,7.2,1.8,7,92.86,100.0,86.0,4.85,100.0,100.0,Excellent,Eligible
9.8,90,7.1,0.9,8,94.25,100.0,86.0,4.44,99.44,100.0,Excellent,Eligible
3.3,68,5.9,4.0,5,60.4,75.0,50.0,9.09,68.0,56.78,Average,Shortage
2.8,55,4.6,7.7,3,53.0,65.0,44.0,8.83,55.95,40.95,Needs Improvement,Shortage
4.5,69,6.2,4.9,6,68.83,75.0,52.0,7.99,63.98,65.37,Average,Shortage
1.9,37,3.9,9.6,5,36.8,44.0,29.0,5.91,37.73,15.75,Needs Improvement,Shortage
5.0,85,7.1,2.2,6,82.17,90.0,70.0,6.99,91.58,89.38,Excellent,Eligible
1.6,31,4.2,9.5,7,28.71,45.0,20.0,8.4,28.42,9.59,Needs Improvement,Shortage
7.8,98,8.1,0.7,4,92.75,94.0,92.0,0.83,93.98,100.0,Excellent,Eligible
3.4,54,6.3,5.6,6,48.83,65.0,30.0,12.64,39.9,33.69,Needs Improvement,Shortage
5.2,84,7.6,3.0,8,83.75,90.0,75.0,5.54,82.71,87.79,Excellent,Eligible
3.3,65,7.1,4.9,4,68.75,74.0,62.0,4.97,73.11,66.78,Average,Shortage
3.0,70,7.2,5.6,3,61.33,66.0,54.0,5.25,66.29,58.29,Average,Shortage
4.6,73,7.2,3.3,3,62.67,74.0,53.0,8.65,54.0,60.71,Average,Shortage
5.2,88,6.6,2.6,8,80.12,89.0,73.0,5.11,88.86,88.25,Excellent,Eligible
0.7,23,4.0,8.5,5,22.8,30.0,15.0,5.56,26.9,3.53,Needs Improvement,Shortage
9.1,93,7.5,0.7,6,88.5,93.0,86.0,2.14,84.36,100.0,Excellent,Eligible
2.3,46,6.3,6.5,5,47.0,57.0,37.0,8.32,54.96,40.58,Needs Improvement,Shortage
2.4,62,5.9,5.4,4,47.75,57.0,36.0,9.01,48.99,40.37,Needs Improvement,Shortage
2.8,70,5.3,5.7,8,54.0,65.0,32.0,9.59,61.28,54.64,Average,Shortage
8.1,90,8.2,2.4,4,94.75,99.0,90.0,3.27,100.0,100.0,Excellent,Eligible
7.2,92,7.3,1.7,5,95.0,100.0,92.0,3.03,95.31,100.0,Excellent,Eligible
5.2,89,6.6,3.6,6,78.5,89.0,70.0,5.62,73.15,82.95,Good,Eligible
5.0,81,5.7,5.5,6,64.0,77.0,50.0,8.98,68.21,67.68,Average,Eligible
3.7,82,5.5,5.4,4,66.5,75.0,58.0,6.26,68.7,63.79,Average,Eligible
1.7,27,3.5,7.7,6,24.5,32.0,15.0,5.19,17.48,8.16,Needs Improvement,Shortage
8.8,99,7.2,1.6,8,90.62,100.0,85.0,4.87,82.8,100.0,Excellent,Eligible
4.6,72,6.6,4.0,8,68.25,77.0,55.0,7.17,61.79,64.0,Average,Shortage
1.4,26,4.3,9.9,7,24.43,32.0,15.0,6.07,23.76,4.38,Needs Improvement,Shortage
6.2,88,7.3,3.6,3,85.67,90.0,79.0,4.78,84.82,94.51,Excellent,Eligible
3.6,62,6.3,5.7,3,60.67,69.0,53.0,6.55,68.35,57.68,Average,Shortage
9.9,99,7.0,1.3,6,94.67,98.0,87.0,3.59,97.63,100.0,Excellent,Eligible
5.7,75,7.5,2.0,7,84.71,91.0,74.0,5.36,78.39,85.89,Excellent,Eligible
6.1,84,6.7,3.0,7,76.71,85.0,71.0,4.3,73.69,79.21,Good,Eligible
3.9,62,6.9,3.3,3,62.33,64.0,60.0,1.7,56.9,55.23,Average,Shortage
9.5,99,8.0,1.4,4,95.25,98.0,91.0,2.59,98.6,100.0,Excellent,Eligible
8.8,96,7.5,1.1,3,93.0,98.0,88.0,4.08,83.77,100.0,Excellent,Eligible
5.3,77,7.6,3.9,5,77.8,85.0,72.0,4.21,74.77,80.31,Good,Eligible
5.0,61,7.2,6.0,4,60.25,70.0,51.0,8.79,70.09,62.77,Average,Shortage
1.8,20,3.9,9.8,4,38.0,44.0,28.0,6.0,41.4,20.63,Needs Improvement,Shortage
4.2,66,5.7,3.7,6,71.33,78.0,65.0,4.38,71.46,71.0,Good,Shortage
4.9,68,6.7,4.2,4,73.75,78.0,70.0,2.86,71.21,71.58,Good,Shortage
5.0,63,5.6,4.6,5,66.6,78.0,52.0,9.11,73.83,64.08,Average,Shortage
3.1,63,6.3,4.2,5,64.8,75.0,51.0,8.4,64.68,60.49,Average,Shortage
5.7,76,6.9,3.3,3,85.0,91.0,75.0,7.12,85.81,89.07,Excellent,Eligible
5.3,80,6.9,2.5,7,83.86,92.0,71.0,7.77,92.5,89.06,Excellent,Eligible
3.4,59,5.9,6.7,5,47.0,64.0,33.0,11.92,46.76,38.48,Needs Improvement,Shortage
3.6,69,5.8,5.3,4,62.25,71.0,52.0,7.33,63.48,58.3,Average,Shortage
9.5,98,8.2,0.8,5,91.2,100.0,85.0,5.27,97.38,100.0,Excellent,Eligible
7.0,84,6.9,3.4,5,81.6,88.0,71.0,6.18,80.6,86.2,Excellent,Eligible
6.9,80,7.2,3.8,7,79.14,90.0,71.0,7.16,82.54,86.74,Excellent,Eligible
3.2,61,5.7,5.4,4,63.25,73.0,51.0,8.26,60.29,57.11,Average,Shortage
4.6,76,6.9,3.1,6,63.83,75.0,56.0,6.62,66.14,65.02,Average,Eligible
8.3,96,8.4,1.7,4,90.5,93.0,87.0,2.6,92.55,100.0,Excellent,Eligible
5.7,86,7.0,2.7,3,82.0,89.0,72.0,7.26,89.92,90.18,Excellent,Eligible
1.7,64,4.8,5.2,6,46.67,57.0,36.0,7.74,50.94,36.7,Needs Improvement,Shortage
6.2,85,7.2,3.3,3,74.67,84.0,70.0,6.6,76.58,82.42,Good,Eligible
8.8,93,7.2,2.4,5,96.2,100.0,90.0,4.02,91.85,100.0,Excellent,Eligible
9.8,100,7.9,1.8,3,94.33,100.0,85.0,6.65,100.0,100.0,Excellent,Eligible
1.7,35,3.6,9.2,5,30.2,43.0,19.0,9.02,33.92,10.09,Needs Improvement,Shortage
3.1,77,6.1,4.8,3,58.33,63.0,54.0,3.68,59.78,58.66,Average,Eligible
5.1,78,7.4,2.3,3,85.0,91.0,81.0,4.32,75.26,87.49,Excellent,Eligible
4.8,64,5.5,5.0,6,60.0,73.0,50.0,8.58,54.05,56.56,Average,Shortage
5.0,73,6.8,3.1,3,60.67,72.0,53.0,8.18,57.28,56.98,Average,Shortage
8.8,93,7.6,0.6,8,97.25,100.0,89.0,3.77,100.0,100.0,Excellent,Eligible
6.3,79,7.1,3.2,3,83.0,91.0,72.0,8.04,87.3,87.83,Excellent,Eligible
9.0,94,8.1,0.9,3,91.67,97.0,88.0,3.86,94.44,100.0,Excellent,Eligible
5.7,84,7.1,3.1,3,88.0,90.0,85.0,2.16,82.83,87.79,Excellent,Eligible
9.5,90,7.1,1.3,7,92.29,100.0,85.0,5.65,86.43,99.15,Excellent,Eligible
3.5,67,5.7,4.2,7,64.71,78.0,50.0,10.9,70.73,61.7,Average,Shortage
5.5,82,6.6,2.1,6,82.67,92.0,73.0,5.96,92.39,84.73,Good,Eligible
1.9,62,5.9,6.0,8,51.12,63.0,30.0,10.74,60.79,45.4,Needs Improvement,Shortage
7.0,76,7.2,2.8,7,83.14,92.0,74.0,5.91,79.09,88.67,Excellent,Eligible
6.7,77,7.3,2.1,6,81.0,91.0,72.0,6.16,81.56,87.74,Excellent,Eligible
1.8,49,4.5,8.9,7,28.43,41.0,15.0,8.03,35.39,12.02,Needs Improvement,Shortage
9.5,89,7.3,2.4,3,94.33,99.0,91.0,3.4,93.28,100.0,Excellent,Eligible
3.1,81,6.7,3.5,4,61.0,71.0,50.0,8.75,57.37,58.74,Average,Eligible
6.2,85,6.7,3.4,5,82.0,92.0,75.0,5.93,81.73,85.76,Excellent,Eligible
6.7,82,6.7,2.2,5,78.4,87.0,70.0,7.42,69.89,79.37,Good,Eligible
8.0,94,7.6,2.0,8,94.38,99.0,87.0,4.44,87.37,100.0,Excellent,Eligible
9.4,99,7.5,2.5,3,93.67,97.0,88.0,4.03,94.95,100.0,Excellent,Eligible
6.5,84,7.9,3.9,3,85.0,88.0,81.0,2.94,79.64,91.6,Excellent,Eligible
3.3,67,6.2,5.8,6,59.33,71.0,50.0,8.16,50.32,51.21,Average,Shortage
4.2,79,7.0,6.0,3,68.0,72.0,64.0,3.27,64.64,71.26,Good,Eligible
3.0,43,5.1,7.1,6,40.33,64.0,33.0,10.75,38.78,32.38,Needs Improvement,Shortage
4.7,63,6.8,3.8,8,63.62,72.0,52.0,5.76,57.55,58.36,Average,Shortage
4.8,61,7.1,6.0,6,61.17,75.0,50.0,9.23,58.27,58.75,Average,Shortage
7.6,96,7.5,0.5,6,90.67,99.0,85.0,5.34,92.69,99.97,Excellent,Eligible
3.4,74,7.0,5.1,3,63.0,69.0,52.0,7.79,55.19,55.26,Average,Shortage
4.4,73,7.2,3.4,6,67.83,78.0,59.0,6.67,66.0,64.84,Average,Shortage
6.9,85,8.0,2.7,8,82.75,90.0,74.0,4.84,84.49,90.99,Excellent,Eligible
4.5,79,5.6,5.0,7,60.29,72.0,54.0,6.11,54.56,61.96,Average,Eligible
3.5,80,7.2,5.1,4,63.0,72.0,55.0,6.04,62.59,62.68,Average,Eligible
3.6,62,5.7,5.3,5,59.2,74.0,51.0,7.93,63.87,57.29,Average,Shortage
3.5,80,6.1,4.9,5,62.2,77.0,52.0,9.11,70.06,63.32,Average,Eligible
1.2,42,4.5,9.8,3,23.67,34.0,18.0,7.32,25.62,5.11,Needs Improvement,Shortage
4.4,72,5.8,5.2,8,61.88,71.0,50.0,6.57,60.15,58.59,Average,Shortage
4.5,76,6.8,3.2,3,55.0,63.0,50.0,5.72,53.46,56.84,Average,Eligible
5.7,83,7.3,2.9,4,83.5,86.0,79.0,2.87,85.87,90.57,Excellent,Eligible
7.4,96,8.3,2.3,8,89.5,96.0,85.0,3.81,94.53,95.34,Excellent,Eligible
1.8,57,6.2,5.2,8,53.12,65.0,41.0,8.61,60.11,43.42,Needs Improvement,Shortage
5.9,76,7.6,3.2,8,85.75,91.0,77.0,4.66,93.14,88.62,Excellent,Eligible
6.5,81,6.8,2.4,4,80.25,89.0,72.0,6.98,81.82,87.2,Excellent,Eligible
6.9,79,7.3,2.8,7,81.86,92.0,73.0,6.49,90.79,91.2,Excellent,Eligible
6.6,82,6.9,3.0,7,84.71,92.0,71.0,6.8,82.55,86.11,Excellent,Eligible
4.4,72,6.4,4.1,3,67.33,77.0,59.0,7.41,65.58,62.44,Average,Shortage
6.7,83,6.9,2.9,3,81.67,87.0,73.0,6.18,84.56,85.41,Excellent,Eligible
9.7,88,8.1,2.3,8,92.62,98.0,86.0,4.09,89.58,100.0,Excellent,Eligible
3.0,69,4.6,6.3,8,48.5,65.0,30.0,12.56,48.79,36.92,Needs Improvement,Shortage
6.6,78,7.5,3.9,7,79.86,90.0,70.0,6.27,79.22,85.6,Excellent,Eligible
8.7,99,7.8,1.6,5,92.8,99.0,90.0,3.19,92.4,100.0,Excellent,Eligible
3.0,66,5.6,3.1,6,66.17,76.0,58.0,7.06,76.07,61.38,Average,Shortage
4.3,78,7.2,5.0,5,68.0,75.0,59.0,6.42,71.84,72.86,Good,Eligible
5.9,77,6.7,2.6,7,80.86,89.0,70.0,6.36,81.72,82.63,Good,Eligible
9.7,89,7.1,1.2,6,93.33,100.0,86.0,4.31,93.14,100.0,Excellent,Eligible
4.9,76,7.4,5.7,3,65.67,67.0,63.0,1.89,57.72,66.33,Average,Eligible
7.9,94,8.4,1.6,6,94.67,100.0,87.0,5.02,99.4,100.0,Excellent,Eligible
2.3,68,5.4,8.0,7,42.14,62.0,31.0,10.63,50.89,32.44,Needs Improvement,Shortage
1.8,20,3.6,9.3,4,34.5,42.0,29.0,5.02,36.02,15.98,Needs Improvement,Shortage
3.8,69,6.8,6.0,5,63.0,73.0,53.0,7.69,71.85,59.65,Average,Shortage
3.5,69,6.9,4.7,5,62.4,72.0,53.0,7.76,60.06,58.04,Average,Shortage
4.2,63,7.2,4.7,4,66.5,72.0,57.0,5.68,67.22,64.82,Average,Shortage
4.5,70,5.9,3.0,5,64.4,71.0,56.0,5.85,59.53,62.67,Average,Shortage
5.2,83,7.5,2.5,6,77.67,90.0,70.0,7.67,74.98,81.95,Good,Eligible
5.2,84,7.0,2.2,4,83.25,88.0,79.0,3.49,85.52,87.26,Excellent,Eligible
3.3,68,6.8,3.9,3,67.67,75.0,54.0,9.67,61.94,63.48,Average,Shortage
6.7,80,7.0,3.9,3,85.67,90.0,80.0,4.19,90.16,90.1,Excellent,Eligible
7.4,95,7.5,1.1,6,93.5,99.0,87.0,4.27,100.0,100.0,Excellent,Eligible
6.1,78,7.6,3.4,4,79.25,85.0,73.0,4.26,85.48,87.1,Excellent,Eligible
2.6,55,5.1,5.6,3,52.67,58.0,50.0,3.77,56.38,42.32,Needs Improvement,Shortage
5.9,85,7.7,2.6,4,82.5,87.0,74.0,5.12,80.07,87.09,Excellent,Eligible
4.2,78,7.2,3.9,5,65.6,77.0,50.0,8.91,75.03,70.42,Good,Eligible
6.4,81,7.3,3.3,7,82.43,92.0,70.0,7.84,73.98,86.93,Excellent,Eligible
5.3,88,7.8,2.2,4,84.75,88.0,81.0,2.59,82.02,91.02,Excellent,Eligible
2.0,62,4.7,6.3,7,47.0,64.0,30.0,12.19,43.17,35.92,Needs Improvement,Shortage
6.1,79,7.9,3.5,8,79.5,88.0,71.0,6.75,84.12,89.71,Excellent,Eligible
3.3,62,6.3,3.8,5,65.0,77.0,51.0,11.08,58.14,60.36,Average,Shortage
8.8,91,7.1,1.3,8,89.12,97.0,85.0,4.01,81.89,100.0,Excellent,Eligible
9.2,94,7.4,0.6,7,91.0,95.0,85.0,3.16,99.04,100.0,Excellent,Eligible
6.6,83,7.5,2.8,3,88.33,92.0,86.0,2.62,86.66,96.74,Excellent,Eligible
4.1,79,6.3,4.9,8,57.38,70.0,51.0,6.38,53.79,59.99,Average,Eligible
6.9,81,6.9,3.8,3,82.0,87.0,79.0,3.56,77.22,82.43,Good,Eligible
4.4,77,7.0,5.3,5,65.8,74.0,53.0,7.52,58.49,66.04,Average,Eligible
2.2,47,4.8,7.0,6,49.33,64.0,35.0,10.03,44.68,35.28,Needs Improvement,Shortage
9.9,98,8.2,1.0,7,91.0,97.0,86.0,3.78,92.11,100.0,Excellent,Eligible
6.6,87,7.5,3.3,7,84.57,91.0,78.0,4.87,79.58,91.64,Excellent,Eligible
6.1,81,6.7,3.8,5,88.4,92.0,84.0,3.26,89.37,93.95,Excellent,Eligible
5.7,86,7.1,3.8,6,78.5,91.0,70.0,7.16,84.91,87.52,Excellent,Eligible
4.6,67,7.4,5.0,3,61.33,72.0,50.0,8.99,58.73,61.11,Average,Shortage
4.8,73,6.3,3.6,4,61.75,70.0,55.0,5.36,57.11,58.99,Average,Shortage
6.0,87,7.7,2.1,4,75.0,83.0,70.0,4.85,77.09,85.33,Excellent,Eligible
1.7,49,6.0,6.6,8,50.88,64.0,31.0,12.46,46.55,35.74,Needs Improvement,Shortage
3.5,40,4.6,5.2,6,41.0,57.0,33.0,9.15,39.31,27.99,Needs Improvement,Shortage
3.2,54,4.8,6.2,8,58.25,64.0,53.0,3.49,66.52,48.57,Needs Improvement,Shortage
1.9,62,4.8,5.3,4,51.75,60.0,30.0,12.62,48.22,35.41,Needs Improvement,Shortage
5.6,75,7.6,2.2,5,86.6,92.0,81.0,4.32,94.72,93.63,Excellent,Eligible
2.3,68,5.7,7.5,5,43.4,59.0,31.0,11.11,39.81,36.23,Needs Improvement,Shortage
2.9,47,5.4,7.1,7,46.0,62.0,31.0,10.47,46.42,36.47,Needs Improvement,Shortage
7.3,96,8.3,1.3,5,95.4,98.0,93.0,1.74,92.97,100.0,Excellent,Eligible
5.3,84,7.1,3.8,3,76.0,85.0,70.0,6.48,73.81,81.19,Good,Eligible
8.2,98,7.5,1.7,8,92.0,98.0,88.0,3.39,96.39,100.0,Excellent,Eligible
5.7,79,7.6,3.3,4,82.75,91.0,75.0,7.76,87.44,87.72,Excellent,Eligible
8.4,90,7.6,0.9,3,93.0,96.0,90.0,2.45,99.87,100.0,Excellent,Eligible
4.7,72,6.9,4.3,7,68.86,78.0,59.0,7.28,75.83,67.42,Average,Shortage
9.2,98,7.5,2.3,7,93.14,100.0,85.0,5.54,90.08,100.0,Excellent,Eligible
5.6,77,7.3,3.6,6,76.83,91.0,71.0,6.52,67.14,78.31,Good,Eligible
9.6,94,7.1,2.1,4,94.25,99.0,90.0,4.26,100.0,100.0,Excellent,Eligible
2.8,63,5.4,5.0,5,46.0,63.0,32.0,12.13,49.25,41.02,Needs Improvement,Shortage
9.5,97,8.2,1.9,3,92.33,95.0,87.0,3.77,88.51,100.0,Excellent,Eligible
5.0,81,6.7,3.8,3,79.0,85.0,70.0,6.48,84.73,82.9,Good,Eligible
6.0,84,6.6,2.6,6,80.83,91.0,70.0,7.71,79.72,85.59,Excellent,Eligible
5.6,87,7.1,3.3,8,83.5,92.0,71.0,7.26,81.88,85.99,Excellent,Eligible
2.4,45,4.9,5.1,6,43.67,56.0,30.0,7.67,34.99,24.49,Needs Improvement,Shortage
6.5,81,7.1,3.4,3,85.0,90.0,81.0,3.74,82.05,89.19,Excellent,Eligible
4.8,77,6.2,5.5,4,64.25,73.0,54.0,6.8,65.74,65.78,Average,Eligible
7.9,88,8.2,2.2,4,90.75,100.0,86.0,5.54,90.0,95.26,Excellent,Eligible
3.4,78,7.3,4.0,7,61.86,77.0,50.0,9.76,62.59,63.04,Average,Eligible
4.6,82,7.3,3.9,3,70.33,77.0,61.0,6.8,75.03,76.53,Good,Eligible
4.7,77,6.5,4.2,7,62.43,78.0,51.0,9.68,53.23,62.5,Average,Eligible
4.7,74,6.8,5.5,5,68.4,78.0,52.0,10.21,65.88,65.08,Average,Shortage
5.0,76,6.4,4.4,4,72.0,78.0,65.0,5.61,66.95,72.29,Good,Eligible
9.0,95,7.0,1.3,6,89.17,97.0,85.0,3.98,88.66,100.0,Excellent,Eligible
4.6,80,6.7,4.0,5,64.0,77.0,54.0,8.02,58.68,61.91,Average,Eligible
6.8,82,7.0,3.2,8,80.0,89.0,73.0,4.92,71.45,83.83,Good,Eligible
9.4,90,7.5,0.8,4,90.75,100.0,87.0,5.4,98.35,100.0,Excellent,Eligible
